date,run_time
11/9/2017 0:00,320.279541
11/10/2017 0:00,333.710754
11/11/2017 0:00,326.510834
11/12/2017 0:00,328.364655
11/13/2017 0:00,323.406006
11/14/2017 0:00,305.75769
11/15/2017 0:00,325.981506
11/16/2017 0:00,323.681458
11/18/2017 0:00,329.436584
11/19/2017 0:00,315.454315
11/20/2017 0:00,308.931213
11/22/2017 0:00,315.629974
11/24/2017 0:00,319.0200655
11/25/2017 0:00,314.4795685
11/26/2017 0:00,309.370941
11/28/2017 0:00,329.667725
11/29/2017 0:00,323.010254
11/30/2017 0:00,325.836945
12/2/2017 0:00,335.711578
12/3/2017 0:00,308.462952
12/4/2017 0:00,327.971283
12/5/2017 0:00,328.47467
12/6/2017 0:00,306.864014
12/7/2017 0:00,305.055908
12/8/2017 0:00,305.269196
12/9/2017 0:00,326.765228
12/10/2017 0:00,325.864136
12/11/2017 0:00,329.338287
12/12/2017 0:00,330.616974
12/13/2017 0:00,311.125458
12/14/2017 0:00,328.155457
12/15/2017 0:00,330.486237
12/16/2017 0:00,309.422394
12/17/2017 0:00,312.04541
12/18/2017 0:00,313.397583
12/19/2017 0:00,331.224609
12/20/2017 0:00,332.30191
12/21/2017 0:00,320.898743
12/22/2017 0:00,305.21167
12/23/2017 0:00,306.891815
12/24/2017 0:00,325.269318
12/25/2017 0:00,306.48819
12/26/2017 0:00,307.275391
12/27/2017 0:00,313.104218
12/28/2017 0:00,327.792999
12/29/2017 0:00,325.926666
12/30/2017 0:00,308.535553
12/31/2017 0:00,331.498108
1/1/2018 0:00,309.115723
1/2/2018 0:00,332.956879
1/3/2018 0:00,329.252106
1/4/2018 0:00,336.156769
1/8/2018 0:00,329.741608
1/12/2018 0:00,329.4727175
1/13/2018 0:00,335.032013
1/14/2018 0:00,335.250641
1/15/2018 0:00,328.9023537
1/16/2018 0:00,326.749298
1/20/2018 0:00,316.942482
1/21/2018 0:00,319.0897063
1/24/2018 0:00,323.36203
1/25/2018 0:00,318.2698517
1/30/2018 0:00,321.0644633
2/1/2018 0:00,320.3056291
2/2/2018 0:00,313.779734
2/3/2018 0:00,319.577064
2/4/2018 0:00,316.5433219
2/5/2018 0:00,315.7375183
2/6/2018 0:00,320.5168686
2/7/2018 0:00,316.8039741
2/8/2018 0:00,317.2577133
2/9/2018 0:00,315.7742874
2/10/2018 0:00,326.656616
2/11/2018 0:00,317.895905
2/13/2018 0:00,317.526245
2/14/2018 0:00,317.35553
2/15/2018 0:00,332.685791
2/16/2018 0:00,330.0189786
2/17/2018 0:00,333.4204307
2/18/2018 0:00,333.0668428
2/19/2018 0:00,330.0098113
2/20/2018 0:00,334.3541229
2/22/2018 0:00,334.3588219
2/23/2018 0:00,336.074997
2/24/2018 0:00,332.594879
2/25/2018 0:00,336.127228
2/26/2018 0:00,333.023834
2/27/2018 0:00,331.644348
2/28/2018 0:00,331.517944
3/1/2018 0:00,337.306458
3/2/2018 0:00,335.849152
3/3/2018 0:00,330.296661
3/4/2018 0:00,334.058624
3/5/2018 0:00,333.120758
3/6/2018 0:00,331.112823
3/7/2018 0:00,324.820251
3/8/2018 0:00,342.445404
3/9/2018 0:00,323.522827
3/10/2018 0:00,333.663879
3/11/2018 0:00,339.914886
3/12/2018 0:00,336.220734
3/13/2018 0:00,338.145844
3/14/2018 0:00,333.337097
3/15/2018 0:00,325.556824
3/16/2018 0:00,341.500824
3/17/2018 0:00,321.377747
3/18/2018 0:00,332.682007
3/19/2018 0:00,333.465088
3/20/2018 0:00,332.996033
3/21/2018 0:00,330.602844
3/22/2018 0:00,334.717834
3/23/2018 0:00,336.629852
3/24/2018 0:00,333.479584
3/25/2018 0:00,335.61969
3/26/2018 0:00,334.857147
3/27/2018 0:00,332.953705
3/28/2018 0:00,338.386597
3/29/2018 0:00,334.800049
3/30/2018 0:00,321.786224
3/31/2018 0:00,340.505493
4/1/2018 0:00,332.357025
4/2/2018 0:00,334.866394
4/3/2018 0:00,331.609833
4/4/2018 0:00,336.135132
4/5/2018 0:00,335.647186
4/6/2018 0:00,335.212585
4/7/2018 0:00,322.33252
4/8/2018 0:00,331.353973
4/9/2018 0:00,341.126648
4/10/2018 0:00,345.903992
4/12/2018 0:00,337.995361
4/13/2018 0:00,334.8315885
4/14/2018 0:00,335.368927
4/16/2018 0:00,334.067535
4/18/2018 0:00,338.1252135
4/19/2018 0:00,334.868423
4/20/2018 0:00,334.086975
4/21/2018 0:00,344.131348
4/22/2018 0:00,343.385864
4/23/2018 0:00,339.257965
4/26/2018 0:00,345.511108
4/27/2018 0:00,339.283081
4/28/2018 0:00,342.649353
4/29/2018 0:00,344.816772
4/30/2018 0:00,335.835022
5/2/2018 0:00,331.776642
5/3/2018 0:00,329.483841
5/5/2018 0:00,330.738129
5/6/2018 0:00,335.486969
5/7/2018 0:00,336.852539
5/8/2018 0:00,342.948334
5/9/2018 0:00,340.438385
5/10/2018 0:00,338.842957
5/11/2018 0:00,340.590088
5/12/2018 0:00,337.544464
5/14/2018 0:00,334.244904
5/16/2018 0:00,328.6424105
5/17/2018 0:00,332.853271
5/18/2018 0:00,336.050476
5/19/2018 0:00,333.294373
5/20/2018 0:00,341.439606
5/21/2018 0:00,333.202362
5/22/2018 0:00,335.040405
5/23/2018 0:00,346.249878
5/25/2018 0:00,336.141663
5/26/2018 0:00,337.9337615
5/27/2018 0:00,334.884216
5/28/2018 0:00,338.389893
5/29/2018 0:00,329.212646
5/30/2018 0:00,329.656311
5/31/2018 0:00,337.666992
6/1/2018 0:00,322.680084
6/2/2018 0:00,335.382721
6/3/2018 0:00,340.594574
6/4/2018 0:00,341.230591
6/5/2018 0:00,344.066193
6/6/2018 0:00,337.538727
6/7/2018 0:00,333.716003
6/8/2018 0:00,330.204254
6/9/2018 0:00,339.355408
6/10/2018 0:00,331.624634
6/11/2018 0:00,330.456512
6/13/2018 0:00,334.620575
6/14/2018 0:00,336.662872
6/15/2018 0:00,330.787048
6/16/2018 0:00,337.325134
6/17/2018 0:00,330.231049
6/18/2018 0:00,335.758087
6/19/2018 0:00,343.242188
6/20/2018 0:00,336.240906
6/21/2018 0:00,339.337646
6/22/2018 0:00,345.343506
6/23/2018 0:00,336.183746
6/24/2018 0:00,333.928284
6/27/2018 0:00,331.739258
6/28/2018 0:00,322.2153017
6/29/2018 0:00,329.156372
7/2/2018 0:00,322.932922
7/4/2018 0:00,328.2757263
7/5/2018 0:00,325.071045
7/6/2018 0:00,325.3990635
7/7/2018 0:00,325.820312
7/8/2018 0:00,328.889282
7/9/2018 0:00,326.558899
7/11/2018 0:00,325.674744
7/12/2018 0:00,325.1392365
7/13/2018 0:00,325.048523
7/14/2018 0:00,324.654541
7/15/2018 0:00,326.682251
7/16/2018 0:00,325.916565
7/17/2018 0:00,324.02597
7/18/2018 0:00,329.486298
7/19/2018 0:00,342.680389
7/20/2018 0:00,327.807953
7/21/2018 0:00,329.100372
7/22/2018 0:00,323.743683
7/23/2018 0:00,324.346802
7/25/2018 0:00,327.188721
7/27/2018 0:00,324.1180013
7/28/2018 0:00,342.404419
7/29/2018 0:00,324.305786
7/30/2018 0:00,343.025391
7/31/2018 0:00,335.641174
8/1/2018 0:00,323.806396
8/2/2018 0:00,324.485199
8/3/2018 0:00,327.155182
8/4/2018 0:00,325.992645
8/6/2018 0:00,323.74231
8/7/2018 0:00,325.75296
8/8/2018 0:00,326.062195
8/9/2018 0:00,328.040619
8/10/2018 0:00,325.384125
8/11/2018 0:00,328.584198
8/12/2018 0:00,326.372742
8/13/2018 0:00,324.970825
8/14/2018 0:00,323.006012
8/15/2018 0:00,322.299835
8/16/2018 0:00,327.004791
8/17/2018 0:00,322.778107
8/18/2018 0:00,327.075684
8/19/2018 0:00,324.676331
8/20/2018 0:00,325.151978
8/21/2018 0:00,325.827881
8/22/2018 0:00,323.187653
8/23/2018 0:00,323.829102
8/24/2018 0:00,323.698029
8/25/2018 0:00,327.240906
8/26/2018 0:00,332.706116
8/27/2018 0:00,326.234314
8/28/2018 0:00,332.250214
8/29/2018 0:00,328.760986
8/30/2018 0:00,326.23941
8/31/2018 0:00,326.899567
9/1/2018 0:00,324.847443
9/2/2018 0:00,326.071808
9/3/2018 0:00,322.771057
9/4/2018 0:00,324.98291
9/5/2018 0:00,331.794037
9/6/2018 0:00,330.306885
9/7/2018 0:00,326.410034
9/8/2018 0:00,324.453064
9/9/2018 0:00,326.856567
9/10/2018 0:00,326.016815
9/11/2018 0:00,324.730408
9/13/2018 0:00,326.264801
9/15/2018 0:00,327.448151
9/17/2018 0:00,325.4761505
9/18/2018 0:00,326.549347
9/19/2018 0:00,330.661743
9/20/2018 0:00,326.328857
9/21/2018 0:00,324.361237
9/22/2018 0:00,333.05896
9/23/2018 0:00,327.937225
9/24/2018 0:00,326.079224
9/25/2018 0:00,325.3815
9/26/2018 0:00,327.816772
9/27/2018 0:00,324.524384
9/29/2018 0:00,324.375031
9/30/2018 0:00,323.9639435
10/1/2018 0:00,324.731873
10/2/2018 0:00,327.567505
10/3/2018 0:00,327.764374
10/4/2018 0:00,322.854126
10/5/2018 0:00,327.612152
10/6/2018 0:00,327.306549
10/7/2018 0:00,332.594452
10/9/2018 0:00,327.060913
10/10/2018 0:00,325.4337465
10/11/2018 0:00,324.896027
10/12/2018 0:00,322.981079
10/13/2018 0:00,327.108368
10/14/2018 0:00,330.967468
10/15/2018 0:00,326.095306
10/16/2018 0:00,323.888794
10/17/2018 0:00,323.619568
10/18/2018 0:00,333.113068
10/19/2018 0:00,325.309296
10/20/2018 0:00,328.74234
10/21/2018 0:00,328.354736
10/22/2018 0:00,324.096313
10/23/2018 0:00,323.161346
10/24/2018 0:00,324.627686
10/25/2018 0:00,325.769226
10/26/2018 0:00,324.804932
10/27/2018 0:00,322.899658
10/28/2018 0:00,324.867401
10/29/2018 0:00,323.013153
10/30/2018 0:00,321.905853
10/31/2018 0:00,327.9021
11/1/2018 0:00,323.137756
11/2/2018 0:00,331.58728
11/3/2018 0:00,323.774353
11/4/2018 0:00,323.163513
11/5/2018 0:00,324.870209
11/6/2018 0:00,329.540649
11/7/2018 0:00,323.509521
11/8/2018 0:00,323.749115
11/9/2018 0:00,323.28775
11/10/2018 0:00,325.016541
11/12/2018 0:00,324.230072
11/13/2018 0:00,325.5667115
11/15/2018 0:00,325.433929
11/16/2018 0:00,325.42807
